,URL,Property_Type,MLS/Listing_ID,Full_Street_Address,Neighborhood,ZipCode,Price,Description,Dishwasher,beds,Baths,Interior,Year_Built,Patio,Pool,Air_Conditioning,Garage_-_Attached,Water_View,New_Construction,Stucco,Brick,Pre-War,Courtyard,Wood_Heating,Frame,Gardens,Pets_Allowed,Stone,Garage,Concrete_Block,Central_Air_Conditioning,Private_Storage,Terrace,Aluminum_Siding,Cedar_Siding,Storage_Room,Washer_Dryer_Included,Concrete_Siding,Wood,Wooded,on_market_date,Exercise_Room,Half_Bath_(F),Vinyl_(F),Interior_Sq_Ft,Exterior_Acres,Address_Number,Street,Street_adj,last,second_last,second,address_addendum,apt_num
10,https://www.elliman.com/newyorkcity/sales/detail/527-l-562-16_3249896/33-02-parsons-boulevard-flushing-queens-ny-11354,Single Family Home,3249896,33-02 Parsons Boulevard,Flushing,11354.0,2500000.0,"Click for NYS Housing Discrimination Disclosure Notice & FormBeautifully Maintain Center-Hall Colonial,On A Large Park-Like Corner Lot. This amazing large home offers a welcoming entrance foyer, large elegant living room with fireplace and dental crown moulding, perfect for entertaining, spacious formal dining room, large eat in kitchen with granite counter tops and breakfast knook, office, and enclosed porch. A grand staircase leads to 2nd floor  which offers 2 huge bedrooms, full bathroom and a large master bedroom with an en-suite bathroom. Third floor offers an extra two bedrooms  and a full bathroom and storage.Beautiful hardwood floors throughout. Finished basement with recreation room, laundry /utility rm, office, lots of storage and cedar closet. Fenced in large yard with gardens, detached 2.5 car garage and long private driveway for plenty of parking. Close to transportation, resturants, shopping and so much more.",,5.0,3.0,"2,200 
				Sq Ft.",1920.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,2200.0,0.22,33-02,Parsons Boulevard,"['PARSONS', 'BOULEVARD']",BOULEVARD,PARSONS,BOULEVARD,,
11,https://www.elliman.com/newyorkcity/sales/detail/612-l-610-16_3123909/53-12-morenci-lane-northeastern-queens-queens-ny-11362,Single Family Home,3123909,53-12 Morenci Lane,Northeastern Queens,11362.0,2490000.0,"Click for NYS Housing Discrimination Disclosure Notice & FormLittle Neck.  All Brick, Builders European Design Custom Home in a Great Location.  Breathtaking Custom Interior with Elegant Mill Work.  Mahogany Floors and Radiant Heated Marble Floors.  Spacious Open Floor Plan.  Gorgeous Gourmet Eat-in-Kitchen with Granite and Top-of-the-Line Appliances. Luxurious Master Ste with a Jacuzzi. Additional 2 Bedroom Suites with Full Baths. Central Vac, Finished Basement with a Den Full Bath and a Bedrm/Office. Spacious Backyard Heated Salt Water Pool and Hot Tub.",,4.0,4.0,,2008.0,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,0.16,53-12,Morenci Lane,"['MORENCI', 'LANE']",LANE,MORENCI,LANE,,
12,https://www.elliman.com/newyorkcity/sales/detail/612-l-567-16_3242155/324-parsons-boulevard-malba-queens-ny-11357,Single Family Home,3242155,324 Parsons Boulevard,Malba,11357.0,2095000.0,"Click for NYS Housing Discrimination Disclosure Notice & FormNow Showing by Appointment! Fall in Love as soon as you Arrive to Casa Moderna, a Sensational All-Brick 2007 Custom-Built Center Hall Colonial in the Affluent & Elite Enclave of Malba. Perfectly Positioned Amid a Serene & Quiet Tree Lined Street. Casa Moderna Delivers a Generous Property Compromising Over 2,800 Sq Ft. inside and 5,000 Sq. Ft. Outside. Enjoy Luxury Long Island Style Living in a Suburban Neighborhood, Moments from Manhattan, yet a World Apart. Well-Appointed Layout inside & out, Complete with Resort-Style Yard, Heated Salt-Water In-Ground Pool & 1 Car Attached Garage. Professional Matured Landscaping. Paved Front Walk-Way and Stoop as well as Fully Paved Backyard, including a Stucco Privacy Wall Surrounding the Yard. Casa Moderna Welcomes Guests w/a Dramatic 32' Granite Grand Entry and Offers Spacious Rooms & Stunning Finishes. A Wealth of Entertaining Space both Indoors & Outdoors alike. Abundant Natural Light. Gourmet Granite Eat-in Kitchen & Island w/ Viking SS Gas Cooking. Stunning Hardwood Floors and Floor Moldings, High-Hat Lighting, Solid Cherry Wood Doors & High-Volume Ceilings Throughout Adorn this Exquisite Property. Open Floor Plan Living Room & Family Room Join to Bring a Huge Entertaining Space w/ Wood-burning Fireplace. Master Ensuite w/ Custom Walk-in Closet & Juliette Balcony; Custom ALL Onyx Full Jacuzzi Master Bath featuring Separate Stand up Shower. Split Bedrooms providing the Master Bedroom Privacy. 2 Additional Queen Size Bedrooms and Gres Porcellanato Full Bath. Full Finished Basement w/ High End Marble Floors w/Separate Entrance to Yard. Ingress/Egress Window. High-Hat Light. Everything you dreamed of is at Casa Moderna! Whether you are an Entertainer or Like Quiet Evenings at Home, this home is Sure to Suit your Every Need. Enjoy the Magnificent Ocean Breezes. Breathtaking Daily Water Views & the Gorgeous views of Whitestone Bridge from the Comfort of your Yard. Watch the Sunrise from your Master Bedroom or Sunset from Your back yard. All while Swimming in Your Very Own Heated Salt Water Pool (3-6 Feet Deep). Less than a half hour to Manhattan, less than 5 minutes to public transportation, LIRR, all Parkways, Private Beach and Club. Welcome Home to Paradise!",,3.0,3.0,"2,800 
				Sq Ft.",2007.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,2800.0,0.11,324,Parsons Boulevard,"['PARSONS', 'BOULEVARD']",BOULEVARD,PARSONS,BOULEVARD,,
13,https://www.elliman.com/newyorkcity/sales/detail/612-l-582-16_3238933/47-36-44th-street-sunnyside-queens-ny-11377,Multi Family Townhouse,3238933,47-36 44th Street,Long Island City,,1800000.0,"Click for NYS Housing Discrimination Disclosure Notice & FormAmazing Opportunity to Own an Income Producing 6-Family Building in Prime Woodside Location. Semi-Detached Brick Construction Featuring (1) One Bedroom and (5) 2 Bedrooms. Convenient to Public Transportation, Parks, Shops, and Schools. 2 Blocks to 7 Train. Same Ownership for 45+ Years! Annual Gross Rent of $128,723. Contact Listing Agent Lauren Grima Directly for Inqueries or Appointments 917-642-5036. Can Be Sold as A Package Deal with 47-34 44th St.",,11.0,6.0,,1928.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.06,47-36,44th Street,"['44TH', 'STREET']",STREET,44,STREET,,
14,https://www.elliman.com/newyorkcity/sales/detail/527-l-542-01_4243213/6312-fresh-pond-rd-ridgewood-queens-ny-11385,Multi Family Townhouse,4243213,6312 Fresh Pond Rd,Ridgewood,,1799000.0,"Click for NYS Housing Discrimination Disclosure Notice & FormDouglas Elliman is pleased to offer 63-12 Fresh Pond Rd, Located in Ridgewood section of Queens New York.The subject property is consists 4 Unit . Is built  25 ft x 99.25 ft with approximate Unused FAR:595  SF and zoned R5B.This property offers investors the rare opportunty to purchase a 5.2% Cap rate building in the heart of Ridgewood .New brick finish  facade ,Amana stainless steel appliances, undermounted stainless steel sink and oak hardwood flooring. Ductless split units are positioned in every room for heating and cooling. This is an exceptional opportunity to live and invest in one of the Ridgewood most exciting and charming up and coming neighborhoods.Situated on the Brooklyn-Queens border along the Fresh Pond retail corridor in Ridgewood, the property is accessible to the M train at Fresh Pond Rd or a short bus ride to the L train at Dekalb Ave.The Building is fully Occupied .Complete Setup upon Request..",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,6312,Fresh Pond Rd,"['FRESH', 'POND', 'RD']",ROAD,POND,POND,,
15,https://www.elliman.com/newyorkcity/sales/detail/527-l-549-01_4178682/6522-beach-front-rd-arverne-queens-ny-11692,Multi Family Townhouse,4178682,6522 Beach Front Rd,Arverne,,1795000.0,"Click for NYS Housing Discrimination Disclosure Notice & FormDuplex. on Beach Front Road in Arverne, 3 storied  5 Bedroom 5 bath two family townhouse across from water.",1.0,,,,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,6522,Beach Front Rd,"['BEACH', 'FRONT', 'RD']",ROAD,FRONT,FRONT,,
16,https://www.elliman.com/newyorkcity/sales/detail/612-l-582-16_3238925/47-34-44th-street-sunnyside-queens-ny-11377,Multi Family Townhouse,3238925,47-34 44th Street,Sunnyside,11377.0,1750000.0,"Click for NYS Housing Discrimination Disclosure Notice & FormAmazing Opportunity to Own an Income Producing 6-Family Building in Prime Woodside Location. Semi-Detached Brick Construction Featuring (1) One Bedroom and (5) 2 Bedrooms. Convenient to Public Transportation, Parks, Shops, and Schools. 2 Blocks to 7 Train. Same Ownership for 45 Years! Annual Gross Rent of $125,840. Contact Listing Agent Lauren Grima Directly for Inqueries or Appointments 917-642-5036. Can Be Sold as A Package Deal with 47-36 44th St.",,11.0,6.0,,1928.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.06,47-34,44th Street,"['44TH', 'STREET']",STREET,44,STREET,,
17,https://www.elliman.com/newyorkcity/sales/detail/527-l-562-16_3236454/47-43-45th-street-sunnyside-queens-ny-11377,Multi Family Townhouse,3236454,47-43 45th Street,Sunnyside,11377.0,1688888.0,"Click for NYS Housing Discrimination Disclosure Notice & FormSpacious three-story brick building in Woodside close to Queens Blvd and the (7) train line. Prime location for commuters with easy access to public transportation & minutes from Manhattan. This building includes a side lot which can accommodate parking for 1-2 cars in addition to the attached garage. The 1st Floor features a 1 Bedroom unit with 1 Bath, Living Room and Kitchen. The Second and Third Floors both feature 3 Bedrooms, 1.5 Bathrooms, Living Room and Kitchen. The full finished basement has 2 separate rooms plus a bathroom & a private entrance. The basement is perfect for a family room, den, office, laundry room & has plenty of space for storage. The property is conveniently located a short distance to restaurants & shopping. This is a great investment property with amazing income potential. The property will be delivered vacant.",,7.0,3.0,"3,103 
				Sq Ft.",1982.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,3103.0,0.11,47-43,45th Street,"['45TH', 'STREET']",STREET,45,STREET,,
18,https://www.elliman.com/newyorkcity/sales/detail/612-l-618-16_3196403/160-16-33rd-avenue-flushing-queens-ny-11358,Single Family Home,3196403,160-16 33rd Avenue,Flushing,11358.0,1688000.0,"Click for NYS Housing Discrimination Disclosure Notice & FormBeautifully Renovated, Appx 2400 sqft Home, Double Lot 76X100! 5 Bdrm (Being Used As 3 Bd)Inclds Many Custom Features, w/Hi-end Designer EIK, Large Open Concept 1st Fl,Ideal For Entertaining. Huge Master Bdrm w Sitting Area,Custom Closets Galore! Complete w/ Incredible Fin Basement,Fenced-in-Paved Landscaped Yard w/Patio w/ Outdoor Fireplace! View 3D Matterport Video.",,3.0,3.0,"2,400 
				Sq Ft.",1930.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2400.0,0.17,160-16,33rd Avenue,"['33RD', 'AVENUE']",AVENUE,33RD,AVENUE,,
19,https://www.elliman.com/newyorkcity/sales/detail/527-l-562-16_3252464/147-12-3rd-avenue-whitestone-queens-ny-11357,Single Family Home,3252464,147-12 3rd Avenue,Whitestone,11357.0,1650000.0,"Click for NYS Housing Discrimination Disclosure Notice & FormWhitestone hi Ranch,4br 3.5ba, full brick newer construction. Anderson windows,granite kitchens,ss appliances. walkout level to yard.Solar panels. Mother daughter layout. Full finished basement. Vaulted ceilings in lr and Master bath.  Hardwood flrs, fireplace. Hurry this gorgeous renovated home wont last. Close to beautiful Francis Lewis park!",,4.0,3.0,"3,000 
				Sq Ft.",2003.0,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,3000.0,0.09,147-12,3rd Avenue,"['3RD', 'AVENUE']",AVENUE,3RD,AVENUE,,
20,https://www.elliman.com/newyorkcity/sales/detail/527-l-562-16_3220339/160-36-12th-avenue-beechhurst-queens-ny-11357,Single Family Home,3220339,160-36 12th Avenue,Beechhurst,11357.0,1649000.0,"Click for NYS Housing Discrimination Disclosure Notice & FormBeechhurst custom contemporary 4brs,4.5baths. Full brick construction w 2master suites w large closets. Cherrywood custom Eik w Granite counters and Hi end SS appliances. Granite and hardwd flrs t/o. Backyard w heated Ingrnd saltwater pool. Whole house generator,Cac. Custom Iron gates. 11ft basemnt ceilings. Nothing left to do, Hurry this one of a kind home will not last.",,4.0,4.0,"3,080 
				Sq Ft.",2005.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,3080.0,0.09,160-36,12th Avenue,"['12TH', 'AVENUE']",AVENUE,12,AVENUE,,
21,https://www.elliman.com/newyorkcity/sales/detail/612-l-567-16_3235093/191-11-42nd-avenue-northeastern-queens-queens-ny-11358,Multi Family Townhouse,3235093,191-11 42nd Avenue,Northeastern Queens,11358.0,1600000.0,"Click for NYS Housing Discrimination Disclosure Notice & FormSpectacular Opportunity To Own This 4 Family, 3x Two Bedroom, Plus One Bedroom All Brick Building In Prime Flushing Location. Near Transportation, Schools and Shops. Upside Potential! Great Opportunity!",,7.0,4.0,,1930.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.06,191-11,42nd Avenue,"['42ND', 'AVENUE']",AVENUE,42ND,AVENUE,,
